erp,kind,subject,iteration,PL,PA,TWMA,FAL_0.25,FAL_0.5,FAL_0.75
mmn,sn,sd017,24,0.234375,-4.862903429368242,-0.8795943939507374,0.2109375,0.224609375,0.236328125
mmn,sn,sd017,25,0.234375,-5.492400439872661,-1.4256929748039768,0.21484375,0.23046875,0.25
mmn,sn,sd017,26,0.23828125,-4.9516624096274935,-1.1266415902396885,0.21484375,0.23046875,0.244140625
mmn,sn,sd017,27,0.234375,-4.846900771379607,-1.6838397828215395,0.21875,0.234375,0.265625
mmn,sn,sd017,28,0.21875,-2.6798357285932735,-1.2195268415976293,0.21875,0.23828125,0.291015625
mmn,sn,sd017,29,0.234375,-4.164975686427324,-1.5970300440130072,0.21875,0.234375,0.291015625
mmn,sn,sd017,30,0.232421875,-2.9281194377695257,-0.6780030316333663,0.212890625,0.22265625,0.23046875
mmn,sn,sd017,31,0.298828125,-5.24127106351356,-1.863544446574362,0.2265625,0.25,0.27734375
mmn,sn,sd017,32,0.236328125,-3.9550883297190387,-0.1458314894652721,0.203125,0.2109375,0.216796875
mmn,sn,sd017,33,0.23046875,-5.4997856423320055,-0.9377155315748362,0.220703125,0.232421875,0.291015625
mmn,sn,sd017,34,0.232421875,-4.593568679984636,-0.8716175050787017,0.208984375,0.220703125,0.23046875
mmn,sn,sd017,35,0.234375,-3.4869907901771344,-0.9901259241069853,0.2109375,0.224609375,0.236328125
mmn,sn,sd017,36,0.23828125,-3.5188521865453954,-1.1580843136957986,0.216796875,0.236328125,0.25390625
mmn,sn,sd017,37,0.232421875,-3.935907314106332,-0.5176440101427409,0.22265625,0.228515625,0.236328125
mmn,sn,sd017,38,0.236328125,-3.609393495014562,-0.9237544458723033,0.216796875,0.228515625,0.23828125
mmn,sn,sd017,39,0.2265625,-4.55276573062498,-0.8986371656197194,0.2109375,0.220703125,0.228515625
mmn,sn,sd017,40,0.232421875,-3.3768276690639296,-0.9760040322404318,0.21484375,0.2265625,0.240234375
mmn,sn,sd017,41,0.21484375,-2.944100955654867,-1.3123881477040644,0.212890625,0.23046875,0.2578125
mmn,sn,sd017,42,0.236328125,-1.9794277782869072,-0.7144997607655414,0.216796875,0.228515625,0.236328125
mmn,sn,sd017,43,0.228515625,-3.3365012307310993,-0.9894289663892645,0.2109375,0.224609375,0.236328125
mmn,sn,sd017,44,0.236328125,-4.092375760551996,-0.6396833191232562,0.212890625,0.2265625,0.234375
mmn,sn,sd017,45,0.232421875,-3.67536367405747,-0.8470455041913654,0.21875,0.23046875,0.2421875
mmn,sn,sd017,46,0.234375,-4.27121202732423,-1.8016733281931563,0.21484375,0.234375,0.26953125
mmn,sn,sd017,47,0.228515625,-3.714416543255259,-0.5414112535345114,0.2109375,0.220703125,0.228515625
mmn,sn,sd017,48,0.232421875,-5.164104024874253,-0.6294289918366641,0.212890625,0.224609375,0.232421875
mmn,sn,sd017,49,0.236328125,-3.934284371562443,-1.1921281136618747,0.21484375,0.23046875,0.24609375
mmn,sn,sd018,0,0.23046875,-4.570411371763636,-2.00326598763005,0.21875,0.236328125,0.265625
mmn,sn,sd018,1,0.220703125,-5.050569754802453,-1.9891356793626171,0.216796875,0.234375,0.265625
mmn,sn,sd018,2,0.232421875,-3.7387283602054806,-1.44797818369483,0.22265625,0.2421875,0.2734375
mmn,sn,sd018,3,0.22265625,-3.0302884797801597,-1.536560231989767,0.216796875,0.232421875,0.2578125
mmn,sn,sd018,4,0.224609375,-4.467359490922854,-1.6956527995575703,0.21875,0.236328125,0.2578125
mmn,sn,sd018,5,0.216796875,-3.8922877531597857,-2.021882426533077,0.21875,0.23828125,0.2734375
mmn,sn,sd018,6,0.2265625,-2.9170082010248475,-1.0362225051361442,0.220703125,0.236328125,0.26953125
mmn,sn,sd018,7,0.224609375,-4.450503124414033,-1.9255805906680274,0.216796875,0.234375,0.259765625
mmn,sn,sd018,8,0.220703125,-3.5880114163364434,-1.7738627433604934,0.220703125,0.240234375,0.275390625
mmn,sn,sd018,9,0.228515625,-4.09476571671482,-1.5303324999536865,0.22265625,0.240234375,0.267578125
mmn,sn,sd018,10,0.21875,-3.7180705589010876,-1.4618068474022037,0.216796875,0.232421875,0.248046875
mmn,sn,sd018,11,0.21875,-3.841682381229957,-1.5741562207300137,0.21875,0.240234375,0.271484375
mmn,sn,sd018,12,0.22265625,-4.00093777145333,-2.08245549764511,0.21875,0.236328125,0.259765625
mmn,sn,sd018,13,0.21875,-2.471568470228851,-1.6831811919280293,0.21875,0.236328125,0.265625
mmn,sn,sd018,14,0.2265625,-3.3404355670485892,-1.3093513133225068,0.21875,0.234375,0.255859375
mmn,sn,sd018,15,0.232421875,-3.462245642136885,-2.2082702755050816,0.220703125,0.244140625,0.275390625
mmn,sn,sd018,16,0.216796875,-3.2346675440526322,-1.1395489298506924,0.216796875,0.23828125,0.271484375
mmn,sn,sd018,17,0.2265625,-3.7245851405150874,-1.943706771934887,0.22265625,0.2421875,0.265625
mmn,sn,sd018,18,0.220703125,-3.181775190469341,-1.7908319200164433,0.21875,0.23828125,0.27734375
mmn,sn,sd018,19,0.220703125,-3.6434695238616537,-1.56531810107856,0.21484375,0.228515625,0.251953125
mmn,sn,sd018,20,0.21875,-3.1488359791955576,-1.3795422441608935,0.21484375,0.228515625,0.25390625
mmn,sn,sd018,21,0.2265625,-3.1649159703119927,-1.8819763619655738,0.220703125,0.2421875,0.283203125
mmn,sn,sd018,22,0.21875,-3.4087674179492597,-1.572941550188899,0.21484375,0.23046875,0.24609375
mmn,sn,sd018,23,0.228515625,-3.356367898387662,-1.5199954351594467,0.216796875,0.234375,0.271484375
mmn,sn,sd018,24,0.21875,-3.5414798755895656,-2.0594135244791096,0.21484375,0.232421875,0.259765625
mmn,sn,sd018,25,0.224609375,-3.1880818811635687,-1.4664459086274322,0.220703125,0.23828125,0.271484375
mmn,sn,sd018,26,0.23046875,-3.123759755579912,-1.9708999418405189,0.216796875,0.234375,0.259765625
mmn,sn,sd018,27,0.23046875,-2.6616571343434083,-1.8693323381721823,0.22265625,0.2421875,0.27734375
mmn,sn,sd018,28,0.212890625,-3.8824029230924335,-1.6918880008984225,0.220703125,0.24609375,0.27734375
mmn,sn,sd018,29,0.216796875,-3.4600836629840708,-1.5511613601403655,0.212890625,0.2265625,0.24609375
mmn,sn,sd018,30,0.23046875,-3.1520502181788026,-1.6961289973417475,0.220703125,0.236328125,0.265625
mmn,sn,sd018,31,0.234375,-2.746378383251417,-1.331381116314339,0.216796875,0.232421875,0.25
mmn,sn,sd018,32,0.21875,-4.226571776230379,-1.6399763947178414,0.212890625,0.228515625,0.25
mmn,sn,sd018,33,0.21875,-3.786978263627169,-1.454003905614685,0.21484375,0.232421875,0.263671875
mmn,sn,sd018,34,0.224609375,-3.9544246897603506,-1.4498960487953356,0.21875,0.236328125,0.26171875
mmn,sn,sd018,35,0.232421875,-3.744592785217393,-1.6438729139537591,0.21484375,0.232421875,0.259765625
mmn,sn,sd018,36,0.23046875,-3.9748579246498963,-1.3852305033762145,0.22265625,0.23828125,0.26171875
mmn,sn,sd018,37,0.2265625,-4.134825565590588,-1.3574476702646003,0.216796875,0.228515625,0.2421875
mmn,sn,sd018,38,0.21875,-4.006247625436243,-1.282413042343511,0.21484375,0.23046875,0.25390625
mmn,sn,sd018,39,0.2265625,-2.040384376983291,-1.28664617061586,0.224609375,0.248046875,0.28125
mmn,sn,sd018,40,0.228515625,-4.377944694627472,-1.6698924557739876,0.220703125,0.240234375,0.267578125
mmn,sn,sd018,41,0.2421875,-3.003432523846768,-1.738452277799835,0.220703125,0.2421875,0.279296875
mmn,sn,sd018,42,0.216796875,-3.9921483077957425,-2.051324760023265,0.21875,0.244140625,0.279296875
mmn,sn,sd018,43,0.216796875,-3.5165871996424407,-0.9620598658661285,0.21484375,0.23046875,0.251953125
mmn,sn,sd018,44,0.2265625,-4.127952024719291,-1.5330864847794414,0.216796875,0.23046875,0.25
mmn,sn,sd018,45,0.216796875,-3.119919468993667,-1.3490692988146722,0.216796875,0.234375,0.26171875
mmn,sn,sd018,46,0.220703125,-4.110849856880723,-2.129230498001661,0.220703125,0.2421875,0.271484375
mmn,sn,sd018,47,0.228515625,-3.115027106993004,-1.539845083283447,0.21484375,0.228515625,0.248046875
mmn,sn,sd018,48,0.23046875,-2.665207398170141,-1.9874990517853268,0.220703125,0.236328125,0.267578125
mmn,sn,sd018,49,0.220703125,-4.39043531550334,-1.4037102674987585,0.212890625,0.2265625,0.25
mmn,sn,sd019,0,0.306640625,-2.9475269093786047,0.24787228026543573,0.3203125,0.3203125,0.3203125
mmn,sn,sd019,1,0.3046875,-3.3075150206527852,-0.13191357860554773,0.298828125,0.3046875,0.30859375
mmn,sn,sd019,2,,-0.2592513762396971,-0.02332739402125798,0.30859375,0.310546875,0.3125
mmn,sn,sd019,3,0.19140625,-2.284431982569785,0.19684001462403447,0.3203125,0.3203125,0.3203125
mmn,sn,sd019,4,,-2.0658515677910962,1.1620058656542656,0.3203125,0.3203125,0.3203125
mmn,sn,sd019,5,0.30859375,-3.3633268841869626,0.24520070648727724,0.3203125,0.3203125,0.3203125
mmn,sn,sd019,6,0.1953125,-3.523750856666299,0.5731709164653884,0.3203125,0.3203125,0.3203125
mmn,sn,sd019,7,0.2578125,-3.827508311577717,-0.6210125975875347,0.25,0.26171875,0.29296875
mmn,sn,sd019,8,0.24609375,-4.579574393331238,0.41878868704986966,0.3203125,0.3203125,0.3203125
mmn,sn,sd019,9,0.193359375,-2.0280085790586067,0.14559493055615252,0.3203125,0.3203125,0.3203125
mmn,sn,sd019,10,0.197265625,-1.2331712624444227,0.1038983814895253,0.3203125,0.3203125,0.3203125
mmn,sn,sd019,11,0.1875,-2.034980908163262,0.22359461264947467,0.3203125,0.3203125,0.3203125
mmn,sn,sd019,12,0.19140625,-0.2918900959981916,1.1068910026182273,0.3203125,0.3203125,0.3203125
mmn,sn,sd019,13,0.298828125,-2.5446517515351688,0.5714308064374515,0.3203125,0.3203125,0.3203125
mmn,sn,sd019,14,0.19140625,-5.101151858882867,-0.2934522896817472,0.291015625,0.298828125,0.302734375
mmn,sn,sd019,15,0.197265625,-3.453871405148677,-0.45365666990248926,0.197265625,0.2421875,0.263671875
mmn,sn,sd019,16,0.19140625,-3.1317258047478362,-0.37664894486526207,0.26953125,0.298828125,0.3046875
mmn,sn,sd019,17,0.193359375,-3.770439261489794,-0.2079539794728457,0.251953125,0.2578125,0.29296875
mmn,sn,sd019,18,0.244140625,-2.579384828301321,-0.5937330207022136,0.232421875,0.24609375,0.294921875
mmn,sn,sd019,19,0.193359375,-1.6332184128483864,0.18084685041707943,0.3203125,0.3203125,0.3203125
mmn,sn,sd019,20,0.306640625,-1.4452798234726896,0.356705081095694,0.3203125,0.3203125,0.3203125
mmn,sn,sd019,21,0.30078125,-0.8497820634785886,0.22567552017801837,0.3203125,0.3203125,0.3203125
mmn,sn,sd019,22,0.1953125,-0.6408145920689954,-0.034966718847065426,0.306640625,0.30859375,0.310546875
mmn,sn,sd019,23,0.197265625,-3.256134576741885,0.16253340580191838,0.3203125,0.3203125,0.3203125
mmn,sn,sd019,24,0.30078125,-1.7563976825367356,0.3512678511626136,0.3203125,0.3203125,0.3203125
mmn,sn,sd019,25,0.294921875,-3.1479708572251295,-0.6585374306678257,0.25,0.26953125,0.291015625
mmn,sn,sd019,26,0.189453125,-2.725856949938728,0.1256620288649013,0.3203125,0.3203125,0.3203125
mmn,sn,sd019,27,0.193359375,-1.7215089709419282,0.46946710853739204,0.3203125,0.3203125,0.3203125
mmn,sn,sd019,28,0.19140625,-2.5916423156299127,0.5851627883173622,0.3203125,0.3203125,0.3203125
mmn,sn,sd019,29,0.189453125,-2.4975987679499814,0.3915925397089338,0.3203125,0.3203125,0.3203125
mmn,sn,sd019,30,0.251953125,-3.851890123766479,-0.4737653841877363,0.23828125,0.24609375,0.25390625
mmn,sn,sd019,31,0.263671875,-1.5919126109555826,0.17067704588932173,0.3203125,0.3203125,0.3203125
mmn,sn,sd019,32,0.30078125,-2.8678026021050176,0.05086111361186981,0.3203125,0.3203125,0.3203125
mmn,sn,sd019,33,0.263671875,-0.7500861360566893,0.15188527041075983,0.3203125,0.3203125,0.3203125
mmn,sn,sd019,34,0.24609375,-2.738109678426837,-0.5111236168513384,0.234375,0.24609375,0.296875
mmn,sn,sd019,35,0.19140625,-3.1486642701628926,0.6782278992952542,0.3203125,0.3203125,0.3203125
mmn,sn,sd019,36,0.240234375,-1.5493365858790802,-0.23303508906809361,0.24609375,0.255859375,0.283203125
mmn,sn,sd019,37,0.251953125,-3.633031519043647,0.24925768207849056,0.3203125,0.3203125,0.3203125
mmn,sn,sd019,38,0.1953125,-1.6267409877733656,0.1561527929481342,0.3203125,0.3203125,0.3203125
mmn,sn,sd019,39,0.24609375,-3.58133887262738,-0.3269754592861704,0.271484375,0.296875,0.3046875
mmn,sn,sd019,40,0.197265625,-1.8580142414210865,-0.308203227299016,0.265625,0.298828125,0.3046875
mmn,sn,sd019,41,0.19140625,-3.3096014338931297,-0.3040109441441349,0.26171875,0.26953125,0.302734375
mmn,sn,sd019,42,0.19140625,-3.4018488698357046,0.6130730206370757,0.3203125,0.3203125,0.3203125
mmn,sn,sd019,43,0.193359375,-2.448776550313002,-0.4015124995550033,0.251953125,0.26171875,0.294921875
mmn,sn,sd019,44,0.189453125,-1.9182859964826244,1.1842332212526838,0.3203125,0.3203125,0.3203125
mmn,sn,sd019,45,0.197265625,-2.3015702769964608,0.2676762913417785,0.3203125,0.3203125,0.3203125
mmn,sn,sd019,46,0.19140625,-1.495305370851955,0.8509168821800083,0.3203125,0.3203125,0.3203125
mmn,sn,sd019,47,0.193359375,-2.973347504664956,0.25088716947727896,0.3203125,0.3203125,0.3203125
mmn,sn,sd019,48,0.19140625,-2.9450271723366397,-0.010759104033872416,0.3125,0.3125,0.314453125
mmn,sn,sd019,49,0.1953125,-1.7546505995177282,-0.40844607428076046,0.197265625,0.234375,0.248046875
mmn,sn,sd020,0,0.265625,-6.2667697500191375,-2.691456638951338,0.255859375,0.27734375,0.3046875
mmn,sn,sd020,1,0.271484375,-8.069338294419,-3.6020452440235657,0.2578125,0.279296875,0.306640625
mmn,sn,sd020,2,0.306640625,-7.308660795494104,-4.023218229696578,0.25390625,0.28125,0.306640625
mmn,sn,sd020,3,0.265625,-7.043479469120077,-2.773884832549708,0.251953125,0.271484375,0.30078125
mmn,sn,sd020,4,0.30859375,-7.694582676793798,-2.8941935825866834,0.251953125,0.2734375,0.302734375
mmn,sn,sd020,5,0.26953125,-7.633428888410531,-3.2918344782993727,0.2578125,0.279296875,0.30078125
mmn,sn,sd020,6,0.267578125,-8.133697331792115,-4.254468717847202,0.255859375,0.27734375,0.306640625
mmn,sn,sd020,7,0.302734375,-8.577174287573706,-2.442173752558966,0.251953125,0.28125,0.3046875
mmn,sn,sd020,8,0.306640625,-7.45209179525913,-1.9547469084633806,0.255859375,0.27734375,0.3046875
mmn,sn,sd020,9,0.267578125,-6.476465096442943,-3.1237544253893224,0.25390625,0.275390625,0.298828125
mmn,sn,sd020,10,0.298828125,-8.519580056018217,-3.3356792460176425,0.255859375,0.275390625,0.298828125
mmn,sn,sd020,11,0.302734375,-7.837164935450753,-4.057944034817939,0.26171875,0.28515625,0.306640625
mmn,sn,sd020,12,0.2734375,-6.920209159667137,-3.2316678604158358,0.263671875,0.28515625,0.30859375
mmn,sn,sd020,13,0.26953125,-7.78731351599444,-3.7410785317004804,0.2578125,0.279296875,0.3046875
mmn,sn,sd020,14,0.271484375,-7.183269169357269,-3.2996039205357293,0.259765625,0.283203125,0.30859375
mmn,sn,sd020,15,0.3046875,-9.246020239198948,-3.2670127448100392,0.25390625,0.283203125,0.306640625
mmn,sn,sd020,16,0.271484375,-6.148407228643502,-3.031523743530202,0.2578125,0.27734375,0.302734375
mmn,sn,sd020,17,0.302734375,-7.512701728231186,-3.2266233850524912,0.2578125,0.279296875,0.306640625
mmn,sn,sd020,18,0.3046875,-8.243609893535607,-2.7859037893799665,0.259765625,0.283203125,0.3046875
mmn,sn,sd020,19,0.2734375,-5.7678762855645305,-2.835755682681445,0.259765625,0.28125,0.3046875
mmn,sn,sd020,20,0.302734375,-6.118880485009033,-2.5923278915869554,0.263671875,0.287109375,0.306640625
mmn,sn,sd020,21,0.302734375,-8.113226904147902,-3.1984085571394982,0.263671875,0.287109375,0.30859375
mmn,sn,sd020,22,0.2734375,-8.771045767611977,-3.2310541556388235,0.26171875,0.28515625,0.310546875
mmn,sn,sd020,23,0.271484375,-5.530544725842457,-3.1873967785525066,0.259765625,0.28125,0.3046875
mmn,sn,sd020,24,0.263671875,-7.846523152540833,-3.4952411537950896,0.251953125,0.2734375,0.298828125
mmn,sn,sd020,25,0.3046875,-7.1588715968128644,-3.093457406083865,0.26171875,0.28125,0.302734375
mmn,sn,sd020,26,0.302734375,-7.965023933480521,-3.9115231679263776,0.259765625,0.283203125,0.3046875
mmn,sn,sd020,27,0.271484375,-7.844257378419056,-3.1244671256138,0.26171875,0.28515625,0.30859375
mmn,sn,sd020,28,0.263671875,-7.688219364830612,-2.4791534193470137,0.2578125,0.27734375,0.3046875
mmn,sn,sd020,29,0.30078125,-8.18345254151912,-4.303666312873934,0.2578125,0.279296875,0.302734375
mmn,sn,sd020,30,0.302734375,-7.990696507385706,-2.1582621755994684,0.26953125,0.291015625,0.310546875
mmn,sn,sd020,31,0.267578125,-5.475171687026741,-2.72738648248685,0.251953125,0.275390625,0.302734375
mmn,sn,sd020,32,0.306640625,-6.007262341914969,-2.9113549977874333,0.255859375,0.279296875,0.3046875
mmn,sn,sd020,33,0.3046875,-8.164776839135074,-3.409982473621812,0.259765625,0.283203125,0.306640625
mmn,sn,sd020,34,0.302734375,-7.699023595112492,-2.9247806309451923,0.25,0.2734375,0.30078125
mmn,sn,sd020,35,0.271484375,-7.661033451152946,-3.638274865363162,0.2578125,0.279296875,0.302734375
mmn,sn,sd020,36,0.306640625,-5.812597696749242,-2.441541499439099,0.24609375,0.2734375,0.3046875
mmn,sn,sd020,37,0.30078125,-7.669144206222842,-2.8643204021936386,0.255859375,0.275390625,0.298828125
mmn,sn,sd020,38,0.302734375,-8.51541720415163,-3.127465344706864,0.259765625,0.2890625,0.30859375
mmn,sn,sd020,39,0.302734375,-6.0007790085059085,-3.5448979569822074,0.259765625,0.283203125,0.3046875
mmn,sn,sd020,40,0.302734375,-8.921330916635199,-4.006704615238386,0.259765625,0.28125,0.302734375
mmn,sn,sd020,41,0.26953125,-8.025649723337132,-3.7369671521816694,0.251953125,0.2734375,0.302734375
mmn,sn,sd020,42,0.306640625,-8.114727325789598,-3.2574765060244295,0.255859375,0.28125,0.306640625
mmn,sn,sd020,43,0.263671875,-6.320495254800186,-2.8626900521807968,0.25390625,0.27734375,0.3046875
mmn,sn,sd020,44,0.30859375,-8.659127974930119,-2.951615255107976,0.25,0.2734375,0.3046875
mmn,sn,sd020,45,0.3046875,-9.257406138009362,-3.729967143080612,0.259765625,0.287109375,0.30859375
mmn,sn,sd020,46,0.26953125,-8.047956998076963,-3.2316024261337972,0.259765625,0.28125,0.306640625
mmn,sn,sd020,47,0.302734375,-7.3067561153522735,-4.338745980699096,0.255859375,0.28125,0.3046875
mmn,sn,sd020,48,0.302734375,-7.071322455438176,-3.1103282815312125,0.263671875,0.28515625,0.3046875
mmn,sn,sd020,49,0.26953125,-7.192757689250307,-3.0764923130279107,0.25390625,0.275390625,0.302734375
mmn,sn,sd021,0,0.234375,-3.8310799595234992,-1.947715644632707,0.224609375,0.240234375,0.26171875
mmn,sn,sd021,1,0.232421875,-2.4190988762042425,-1.4833331496395992,0.2265625,0.24609375,0.267578125
mmn,sn,sd021,2,0.228515625,-3.9317158438287887,-1.740541256525543,0.228515625,0.248046875,0.267578125
mmn,sn,sd021,3,0.234375,-3.35598530324633,-1.5928852128821294,0.23046875,0.248046875,0.263671875
mmn,sn,sd021,4,0.2421875,-3.007056920846546,-1.9015947178576604,0.232421875,0.251953125,0.26953125
mmn,sn,sd021,5,0.232421875,-3.640241169645978,-1.5362856473865536,0.2265625,0.2421875,0.263671875
mmn,sn,sd021,6,0.236328125,-2.958627114855799,-1.557964630413776,0.232421875,0.251953125,0.26953125
mmn,sn,sd021,7,0.23828125,-2.657227273816693,-1.577806649808653,0.232421875,0.251953125,0.26953125
mmn,sn,sd021,8,0.232421875,-3.213667030832463,-1.1326295980303838,0.228515625,0.24609375,0.265625
mmn,sn,sd021,9,0.236328125,-3.2028481525865184,-1.6574217880457176,0.228515625,0.244140625,0.265625
mmn,sn,sd021,10,0.23828125,-3.4622909911214563,-1.9621158245052035,0.23046875,0.25,0.26953125
mmn,sn,sd021,11,0.228515625,-3.7767420854769664,-1.3953855041490577,0.2265625,0.24609375,0.265625
mmn,sn,sd021,12,0.232421875,-3.4488832960288756,-1.406173404786867,0.232421875,0.251953125,0.26953125
mmn,sn,sd021,13,0.267578125,-3.2904694041457048,-1.1853932785322012,0.234375,0.255859375,0.271484375
mmn,sn,sd021,14,0.23046875,-2.5699169950855256,-1.4627277143988655,0.228515625,0.248046875,0.26953125
mmn,sn,sd021,15,0.236328125,-3.922924635855271,-1.7121972903989915,0.23046875,0.24609375,0.265625
mmn,sn,sd021,16,0.23046875,-3.791475874078462,-1.3199338342937024,0.236328125,0.25390625,0.2734375
mmn,sn,sd021,17,0.240234375,-3.4292301945597203,-2.030003042182831,0.234375,0.251953125,0.271484375
mmn,sn,sd021,18,0.234375,-3.5126513552179457,-1.431846060998326,0.224609375,0.2421875,0.26171875
mmn,sn,sd021,19,0.2421875,-3.462742658461879,-1.8290086969209274,0.234375,0.25390625,0.271484375
mmn,sn,sd021,20,0.267578125,-3.7579919226333125,-1.7868902564395823,0.2265625,0.248046875,0.267578125
mmn,sn,sd021,21,0.25,-3.0916577960198213,-1.696314947398579,0.234375,0.25390625,0.271484375
mmn,sn,sd021,22,0.255859375,-4.588131403893152,-1.650991671240334,0.232421875,0.25,0.267578125
mmn,sn,sd021,23,0.23828125,-3.7883311057507725,-1.5653888780071374,0.23046875,0.24609375,0.267578125
mmn,sn,sd021,24,0.265625,-2.782839022917933,-1.4301563235141066,0.2265625,0.24609375,0.263671875
mmn,sn,sd021,25,0.236328125,-2.548025776740297,-1.349946414231512,0.23046875,0.248046875,0.267578125
mmn,sn,sd021,26,0.271484375,-2.7108451628203727,-1.3355173566107341,0.224609375,0.244140625,0.265625
mmn,sn,sd021,27,0.2421875,-3.363329974601656,-1.5486458362388582,0.23046875,0.25,0.267578125
mmn,sn,sd021,28,0.2265625,-3.286710441252662,-1.37943236123691,0.23046875,0.251953125,0.26953125
mmn,sn,sd021,29,0.267578125,-2.6531370195767265,-1.0151981482182766,0.23046875,0.248046875,0.263671875
mmn,sn,sd021,30,0.25390625,-3.780818926068391,-1.6991835889254214,0.23046875,0.248046875,0.263671875
mmn,sn,sd021,31,0.232421875,-3.184889123734078,-1.4774245812664715,0.228515625,0.25,0.267578125
mmn,sn,sd021,32,0.234375,-3.384642474571801,-1.820980030813999,0.23046875,0.25,0.26953125
mmn,sn,sd021,33,0.2578125,-2.594109621607733,-1.7559296253580254,0.234375,0.25390625,0.2734375
mmn,sn,sd021,34,0.2421875,-3.9872034682784068,-1.2188131011138204,0.232421875,0.25,0.265625
mmn,sn,sd021,35,0.224609375,-2.890878501168249,-1.8408923609081544,0.2265625,0.248046875,0.26953125
mmn,sn,sd021,36,0.2421875,-3.684606571621828,-1.6327357061056693,0.224609375,0.2421875,0.259765625
mmn,sn,sd021,37,0.244140625,-4.587415209535636,-1.8241076149889435,0.236328125,0.25390625,0.271484375
mmn,sn,sd021,38,0.23046875,-3.0199214370819076,-1.692445600400156,0.228515625,0.248046875,0.267578125
mmn,sn,sd021,39,0.236328125,-4.504837039812257,-1.677093206995676,0.2265625,0.24609375,0.26953125
mmn,sn,sd021,40,0.240234375,-2.8606066050883308,-1.7324559957137702,0.236328125,0.25390625,0.2734375
mmn,sn,sd021,41,0.232421875,-3.579609001613865,-1.6566891138309192,0.228515625,0.25,0.26953125
mmn,sn,sd021,42,0.23828125,-3.691996966023293,-1.0858395940037646,0.236328125,0.25,0.265625
mmn,sn,sd021,43,0.265625,-3.842773224284288,-1.3266684781469884,0.23828125,0.255859375,0.26953125
mmn,sn,sd021,44,0.265625,-3.395155673690113,-1.5700406902982822,0.232421875,0.251953125,0.26953125
mmn,sn,sd021,45,0.232421875,-4.225164176510806,-1.748987034502876,0.228515625,0.24609375,0.267578125
mmn,sn,sd021,46,0.240234375,-3.37522355965481,-1.3072538788729011,0.23046875,0.24609375,0.265625
mmn,sn,sd021,47,0.236328125,-4.522984597956683,-1.800258351851822,0.2265625,0.244140625,0.265625
mmn,sn,sd021,48,0.23046875,-4.005994177503888,-1.4469556661894059,0.2265625,0.244140625,0.26171875
mmn,sn,sd021,49,0.263671875,-2.53003241777263,-1.736349146916026,0.232421875,0.251953125,0.271484375
mmn,sn,sd022,0,0.3046875,-2.2648325519718284,-0.442813386603251,0.28125,0.296875,0.306640625
mmn,sn,sd022,1,0.28515625,-2.757911499988802,-0.4377743010444013,0.2890625,0.298828125,0.30859375
mmn,sn,sd022,2,0.2890625,-3.090525440826067,-0.8644665870725946,0.2734375,0.287109375,0.30078125
mmn,sn,sd022,3,0.294921875,-2.5928043106478182,-0.8764411584314956,0.26953125,0.287109375,0.30078125
mmn,sn,sd022,4,0.2890625,-2.981755289284119,-0.8959408450454165,0.2421875,0.275390625,0.294921875
mmn,sn,sd022,5,0.30859375,-2.5133955586475145,-0.4314733684125377,0.2890625,0.30078125,0.30859375
mmn,sn,sd022,6,0.298828125,-3.5216190938963887,-1.1914032920417053,0.244140625,0.28515625,0.30078125
mmn,sn,sd022,7,0.310546875,-3.414511142049385,-0.4801499017482814,0.291015625,0.30078125,0.310546875
mmn,sn,sd022,8,0.29296875,-2.3320396387201523,-0.6131127078115638,0.283203125,0.291015625,0.30078125
mmn,sn,sd022,9,0.306640625,-3.7336071920143423,-0.7154195176716125,0.2890625,0.30078125,0.30859375
mmn,sn,sd022,10,0.30859375,-1.2441866268297983,-0.6125443552821618,0.2734375,0.291015625,0.3046875
mmn,sn,sd022,11,0.291015625,-2.7253993619863968,-0.5694891413326642,0.283203125,0.291015625,0.30078125
mmn,sn,sd022,12,0.30859375,-2.2762260863140265,-0.8739127725097647,0.236328125,0.265625,0.294921875
mmn,sn,sd022,13,0.298828125,-1.6540319322587935,-0.9670073276975089,0.234375,0.27734375,0.294921875
mmn,sn,sd022,14,0.2890625,-3.6811624289874674,0.09328533016948125,0.326171875,0.326171875,0.326171875
mmn,sn,sd022,15,0.287109375,-3.956829100960148,-0.578390676683485,0.271484375,0.287109375,0.30078125
mmn,sn,sd022,16,0.27734375,-2.2603721269197354,-0.4202840180614702,0.27734375,0.291015625,0.3046875
mmn,sn,sd022,17,0.30078125,-4.4765554759660375,-0.4983419665527923,0.29296875,0.30078125,0.306640625
mmn,sn,sd022,18,0.30078125,-2.2413429445342614,-0.7087557257268489,0.255859375,0.283203125,0.298828125
mmn,sn,sd022,19,0.279296875,-1.4453965589029842,-0.45853851017402725,0.27734375,0.2890625,0.302734375
mmn,sn,sd022,20,0.28515625,-3.1653410229034744,-0.6826552384158175,0.265625,0.283203125,0.298828125
mmn,sn,sd022,21,0.298828125,-2.162867282663742,-1.0353838901202355,0.244140625,0.28125,0.298828125
mmn,sn,sd022,22,0.28125,-3.2859095388478896,-0.85080418978418,0.26953125,0.283203125,0.30078125
mmn,sn,sd022,23,0.291015625,-3.367898612002243,-1.034803052675854,0.271484375,0.287109375,0.298828125
mmn,sn,sd022,24,0.306640625,-1.561413821885249,-0.4138473872703685,0.283203125,0.296875,0.306640625
