LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,BV
1715672011.277272,3321737.000,19986,1,BV,1,100,3.80
1715672016.273383,3326503.000,20781,1,BV,1,100,3.80
1715672021.265301,3331265.000,21561,1,BV,1,100,3.80
1715672026.266654,3336036.000,22368,1,BV,1,100,3.80
1715672031.255427,3340795.000,23161,1,BV,1,100,3.80
1715672036.254683,3345564.000,23973,1,BV,1,100,3.81
1715672041.243456,3350323.000,24761,1,BV,1,100,3.81
1715672046.239567,3355089.000,25558,1,BV,1,100,3.81
1715672051.231485,3359851.000,26330,1,BV,1,100,3.80
1715672056.224452,3364614.000,27126,1,BV,1,100,3.81
1715672061.215321,3369375.000,27908,1,BV,1,100,3.80
1715672066.207239,3374137.000,28719,1,BV,1,100,3.81
1715672071.198109,3378898.000,29524,1,BV,1,100,3.81
1715672076.195269,3383665.000,30316,1,BV,1,100,3.80
1715672081.186138,3388426.000,31113,1,BV,1,100,3.80
1715672086.175960,3393186.000,31921,1,BV,1,100,3.80
1715672091.168926,3397949.000,32711,1,BV,1,100,3.80
1715672096.157699,3402708.000,33484,1,BV,1,100,3.80
1715672101.150666,3407471.000,34276,1,BV,1,100,3.80
1715672106.139439,3412230.000,35071,1,BV,1,100,3.81
1715672111.133454,3416994.000,35866,1,BV,1,100,3.80
1715672116.120130,3421751.000,36607,1,BV,1,100,3.80
1715672121.113096,3426514.000,37346,1,BV,1,100,3.81
1715672126.102918,3431274.000,38104,1,BV,1,100,3.79
1715672131.096933,3436038.000,38773,1,BV,1,100,3.79
1715672136.086754,3440798.000,39565,1,BV,1,100,3.80
1715672141.079720,3445561.000,40354,1,BV,1,100,3.80
1715672146.066397,3450318.000,41100,1,BV,1,100,3.79
1715672151.058315,3455080.000,41869,1,BV,1,100,3.79
1715672156.044992,3459837.000,42601,1,BV,1,100,3.79
1715672161.033765,3464596.000,43271,1,BV,1,100,3.79
1715672166.020442,3469353.000,44070,1,BV,1,100,3.79
1715672171.008167,3474111.000,44847,1,BV,1,100,3.80
1715672175.996940,3478870.000,45642,1,BV,1,100,3.80
