LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AY
1715670610.428916,1985409.000,62525,3,AY,1,100,0.097
1715670610.468750,1985447.000,62525,3,AY,1,100,0.099
1715670610.508585,1985485.000,62525,3,AY,1,100,0.097
1715670610.548769,1985523.333,62541,3,AY,1,100,0.096
1715670610.588953,1985561.667,62541,3,AY,1,100,0.100
1715670610.629138,1985600.000,62541,3,AY,1,100,0.096
1715670610.668448,1985637.500,62559,2,AY,1,100,0.096
1715670610.707759,1985675.000,62559,2,AY,1,100,0.096
1715670610.747943,1985713.333,62575,3,AY,1,100,0.099
1715670610.788127,1985751.667,62575,3,AY,1,100,0.097
1715670610.828311,1985790.000,62575,3,AY,1,100,0.097
1715670610.867884,1985827.750,62592,4,AY,1,100,0.096
1715670610.907456,1985865.500,62592,4,AY,1,100,0.097
1715670610.947029,1985903.250,62592,4,AY,1,100,0.098
1715670610.986602,1985941.000,62592,4,AY,1,100,0.100
1715670611.026436,1985979.000,62609,3,AY,1,100,0.096
1715670611.066271,1986017.000,62609,3,AY,1,100,0.097
1715670611.106106,1986055.000,62609,3,AY,1,100,0.095
1715670611.146989,1986094.000,62626,2,AY,1,100,0.097
1715670611.187872,1986133.000,62626,2,AY,1,100,0.098
1715670611.227357,1986170.667,62642,3,AY,1,100,0.094
1715670611.266842,1986208.333,62642,3,AY,1,100,0.094
1715670611.306328,1986246.000,62642,3,AY,1,100,0.096
1715670611.346861,1986284.667,62660,3,AY,1,100,0.098
1715670611.387395,1986323.333,62660,3,AY,1,100,0.098
1715670611.427928,1986362.000,62660,3,AY,1,100,0.097
1715670611.467239,1986399.500,62676,2,AY,1,100,0.097
1715670611.506549,1986437.000,62676,2,AY,1,100,0.094
1715670611.547083,1986475.667,62693,3,AY,1,100,0.098
1715670611.587616,1986514.333,62693,3,AY,1,100,0.096
1715670611.628150,1986553.000,62693,3,AY,1,100,0.097
1715670611.668334,1986591.333,62709,3,AY,1,100,0.096
1715670611.708518,1986629.667,62709,3,AY,1,100,0.095
1715670611.748703,1986668.000,62709,3,AY,1,100,0.099
1715670611.789061,1986706.500,62725,2,AY,1,100,0.097
1715670611.829420,1986745.000,62725,2,AY,1,100,0.098
1715670611.868906,1986782.667,62741,3,AY,1,100,0.096
1715670611.908391,1986820.333,62741,3,AY,1,100,0.098
1715670611.947876,1986858.000,62741,3,AY,1,100,0.100
1715670611.987361,1986895.667,62759,3,AY,1,100,0.098
1715670612.026847,1986933.333,62759,3,AY,1,100,0.095
1715670612.066332,1986971.000,62759,3,AY,1,100,0.097
1715670612.106167,1987009.000,62775,2,AY,1,100,0.098
1715670612.146001,1987047.000,62775,2,AY,1,100,0.098
1715670612.185487,1987084.667,62793,3,AY,1,100,0.098
1715670612.224972,1987122.333,62793,3,AY,1,100,0.098
