LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,B%
1715671207.662327,2555135.000,25215,1,B%,1,100,52
1715671212.653197,2559896.000,26013,1,B%,1,100,50
1715671217.640922,2564654.000,26823,1,B%,1,100,51
1715671222.632840,2569416.000,27620,1,B%,1,100,50
1715671227.619517,2574173.000,28414,1,B%,1,100,50
1715671232.610386,2578934.000,29214,1,B%,1,100,50
1715671237.598111,2583692.000,30019,1,B%,1,100,49
1715671242.593174,2588457.000,30814,1,B%,1,100,51
1715671247.584044,2593218.000,31609,1,B%,1,100,50
1715671252.574914,2597979.000,32366,1,B%,1,100,49
1715671257.566832,2602741.000,33159,1,B%,1,100,50
1715671262.557702,2607502.000,33923,1,B%,1,100,51
1715671267.552765,2612267.000,34707,1,B%,1,100,51
1715671272.543634,2617028.000,35486,1,B%,1,100,51
1715671277.537649,2621792.000,36279,1,B%,1,100,49
1715671282.527470,2626552.000,37076,1,B%,1,100,49
1715671287.527775,2631322.000,37822,1,B%,1,100,51
1715671292.516548,2636081.000,38618,1,B%,1,100,51
1715671297.512659,2640847.000,39396,1,B%,1,100,51
1715671302.503529,2645608.000,40176,1,B%,1,100,51
1715671307.491254,2650366.000,40952,1,B%,1,100,51
1715671312.482124,2655127.000,41750,1,B%,1,100,50
1715671317.472993,2659888.000,42511,1,B%,1,100,50
1715671322.465960,2664651.000,43303,1,B%,1,100,51
1715671327.457878,2669413.000,44084,1,B%,1,100,50
1715671332.446651,2674172.000,44884,1,B%,1,100,50
1715671337.435424,2678931.000,45664,1,B%,1,100,50
1715671342.427342,2683693.000,46463,1,B%,1,100,48
1715671347.423454,2688459.000,47211,1,B%,1,100,49
1715671352.414323,2693220.000,47973,1,B%,1,100,50
1715671357.409386,2697985.000,48711,1,B%,1,100,50
1715671362.399208,2702745.000,49367,1,B%,1,100,49
1715671367.397415,2707513.000,50144,1,B%,1,100,49
1715671372.385140,2712271.000,50921,1,B%,1,100,49
1715671377.380203,2717036.000,51702,1,B%,1,100,49
1715671382.367928,2721794.000,52457,1,B%,1,100,50
1715671387.358798,2726555.000,53228,1,B%,1,100,49
1715671392.350716,2731317.000,53943,1,B%,1,100,50
1715671397.339489,2736076.000,54645,1,B%,1,100,50
1715671402.330359,2740837.000,55445,1,B%,1,100,50
1715671407.318084,2745595.000,56223,1,B%,1,100,49
1715671412.310002,2750357.000,56987,1,B%,1,100,50
1715671417.299824,2755117.000,57763,1,B%,1,100,49
1715671422.292790,2759880.000,58560,1,B%,1,100,51
1715671427.284708,2764642.000,59340,1,B%,1,100,50
1715671432.279771,2769407.000,60136,1,B%,1,100,49
1715671437.270640,2774168.000,60917,1,B%,1,100,49
1715671442.265703,2778933.000,61712,1,B%,1,100,49
1715671447.251332,2783689.000,62489,1,B%,1,100,47
1715671452.243250,2788451.000,63264,1,B%,1,100,48
1715671457.230975,2793209.000,64074,1,B%,1,100,46
1715671462.219748,2797968.000,64839,1,B%,1,100,48
1715671467.208521,2802727.000,78,1,B%,1,100,49
1715671472.196246,2807485.000,892,1,B%,1,100,48
1715671477.185019,2812244.000,1682,1,B%,1,100,47
1715671482.174841,2817004.000,2477,1,B%,1,100,49
1715671487.162566,2821762.000,3276,1,B%,1,100,49
1715671492.151339,2826521.000,4072,1,B%,1,100,48
1715671497.141160,2831281.000,4869,1,B%,1,100,47
1715671502.128885,2836039.000,5678,1,B%,1,100,48
1715671507.122900,2840803.000,6476,1,B%,1,100,47
1715671512.109577,2845560.000,7275,1,B%,1,100,49
1715671517.104640,2850325.000,8071,1,B%,1,100,49
1715671522.092365,2855083.000,8883,1,B%,1,100,48
1715671527.083234,2859844.000,9668,1,B%,1,100,50
1715671532.073056,2864604.000,10474,1,B%,1,100,50
1715671537.067070,2869368.000,11281,1,B%,1,100,50
1715671542.055844,2874127.000,12058,1,B%,1,100,49
1715671547.051955,2878893.000,12854,1,B%,1,100,48
1715671552.040728,2883652.000,13668,1,B%,1,100,48
1715671557.034743,2888416.000,14465,1,B%,1,100,49
1715671562.023516,2893175.000,15256,1,B%,1,100,48
1715671567.017530,2897939.000,16070,1,B%,1,100,48
1715671572.010497,2902702.000,16850,1,B%,1,100,48
1715671577.005560,2907467.000,17662,1,B%,1,100,48
1715671581.997478,2912229.000,18453,1,B%,1,100,48
1715671586.991492,2916993.000,19242,1,B%,1,100,47
1715671591.984459,2921756.000,20037,1,B%,1,100,48
1715671596.977425,2926519.000,20839,1,B%,1,100,47
1715671601.970391,2931282.000,21632,1,B%,1,100,48
1715671606.959165,2936041.000,22410,1,B%,1,100,47
1715671611.953179,2940805.000,23209,1,B%,1,100,49
1715671616.945097,2945567.000,24006,1,B%,1,100,47
1715671621.939112,2950331.000,24815,1,B%,1,100,47
1715671626.927885,2955090.000,25610,1,B%,1,100,47
1715671631.927141,2959859.000,26403,1,B%,1,100,47
1715671636.914866,2964617.000,27182,1,B%,1,100,47
1715671641.914122,2969386.000,27992,1,B%,1,100,47
1715671646.902895,2974145.000,28772,1,B%,1,100,46
1715671651.900055,2978912.000,29584,1,B%,1,100,47
1715671656.889876,2983672.000,30376,1,B%,1,100,47
1715671661.882843,2988435.000,31189,1,B%,1,100,47
1715671666.873712,2993196.000,31959,1,B%,1,100,46
1715671671.866679,2997959.000,32770,1,B%,1,100,47
1715671676.857548,3002720.000,33554,1,B%,1,100,46
1715671681.848418,3007481.000,34347,1,B%,1,100,47
1715671686.840336,3012243.000,35131,1,B%,1,100,46
1715671691.829109,3017002.000,35910,1,B%,1,100,47
1715671696.819979,3021763.000,36663,1,B%,1,100,46
1715671701.807704,3026521.000,37455,1,B%,1,100,47
1715671706.798574,3031282.000,38253,1,B%,1,100,47
1715671711.786299,3036040.000,39029,1,B%,1,100,46
1715671716.778217,3040802.000,39823,1,B%,1,100,47
1715671721.768038,3045562.000,40602,1,B%,1,100,47
1715671726.758908,3050323.000,41366,1,B%,1,100,47
1715671731.747681,3055082.000,42133,1,B%,1,100,45
1715671736.741696,3059846.000,42893,1,B%,1,100,47
1715671741.732566,3064607.000,43524,1,B%,1,100,46
1715671746.726580,3069371.000,44318,1,B%,1,100,48
1715671751.719547,3074134.000,45098,1,B%,1,100,47
1715671756.709368,3078894.000,45895,1,B%,1,100,47
1715671761.703383,3083658.000,46641,1,B%,1,100,46
1715671766.692156,3088417.000,47365,1,B%,1,100,47
1715671771.688267,3093183.000,48130,1,B%,1,100,46
1715671776.680185,3097945.000,48796,1,B%,1,100,46
1715671781.674200,3102709.000,49594,1,B%,1,100,46
1715671786.667166,3107472.000,50376,1,B%,1,100,45
1715671791.662229,3112237.000,51143,1,B%,1,100,47
1715671796.648906,3116994.000,51935,1,B%,1,100,46
1715671801.640824,3121756.000,52683,1,B%,1,100,46
1715671806.629597,3126515.000,53450,1,B%,1,100,47
1715671811.618370,3131274.000,54217,1,B%,1,100,47
1715671816.607143,3136033.000,54967,1,B%,1,100,46
1715671821.595917,3140792.000,55739,1,B%,1,100,47
1715671826.586787,3145553.000,56495,1,B%,1,100,47
1715671831.575560,3150312.000,57265,1,B%,1,100,47
1715671836.569574,3155076.000,58018,1,B%,1,100,47
1715671841.558347,3159835.000,58804,1,B%,1,100,46
1715671846.552362,3164599.000,59571,1,B%,1,100,47
1715671851.541135,3169358.000,60339,1,B%,1,100,46
1715671856.541440,3174128.000,61113,1,B%,1,100,46
1715671861.530213,3178887.000,61871,1,B%,1,100,46
1715671866.520034,3183647.000,62660,1,B%,1,100,46
1715671871.507759,3188405.000,63403,1,B%,1,100,47
1715671876.500726,3193168.000,64179,1,B%,1,100,45
1715671881.489499,3197927.000,64937,1,B%,1,100,45
1715671886.480369,3202688.000,175,1,B%,1,100,46
1715671891.468093,3207446.000,961,1,B%,1,100,45
1715671896.455818,3212204.000,1737,1,B%,1,100,45
1715671901.446688,3216965.000,2526,1,B%,1,100,46
1715671906.434413,3221723.000,3322,1,B%,1,100,46
1715671911.425283,3226484.000,4118,1,B%,1,100,45
1715671916.415104,3231244.000,4929,1,B%,1,100,45
1715671921.407022,3236006.000,5722,1,B%,1,100,46
1715671926.396844,3240766.000,6515,1,B%,1,100,46
1715671931.392955,3245532.000,7306,1,B%,1,100,45
1715671936.381728,3250291.000,8085,1,B%,1,100,46
1715671941.377840,3255057.000,8885,1,B%,1,100,46
1715671946.370806,3259820.000,9684,1,B%,1,100,47
1715671951.366917,3264586.000,10479,1,B%,1,100,46
1715671956.358835,3269348.000,11253,1,B%,1,100,45
1715671961.353898,3274113.000,12062,1,B%,1,100,45
1715671966.348961,3278878.000,12850,1,B%,1,100,45
1715671971.340879,3283640.000,13656,1,B%,1,100,47
1715671976.331749,3288401.000,14469,1,B%,1,100,46
1715671981.324715,3293164.000,15251,1,B%,1,100,46
1715671986.315585,3297925.000,16046,1,B%,1,100,46
1715671991.309599,3302689.000,16822,1,B%,1,100,46
1715671996.304662,3307454.000,17614,1,B%,1,100,45
1715672001.292387,3312212.000,18411,1,B%,1,100,45
1715672006.288498,3316978.000,19185,1,B%,1,100,44
1715672011.277272,3321737.000,19987,1,B%,1,100,45
1715672016.273383,3326503.000,20782,1,B%,1,100,43
1715672021.265301,3331265.000,21562,1,B%,1,100,44
1715672026.266654,3336036.000,22369,1,B%,1,100,44
1715672031.255427,3340795.000,23162,1,B%,1,100,45
1715672036.254683,3345564.000,23974,1,B%,1,100,45
1715672041.243456,3350323.000,24762,1,B%,1,100,45
1715672046.239567,3355089.000,25559,1,B%,1,100,45
1715672051.231485,3359851.000,26331,1,B%,1,100,44
1715672056.224452,3364614.000,27127,1,B%,1,100,46
1715672061.215321,3369375.000,27909,1,B%,1,100,45
1715672066.207239,3374137.000,28720,1,B%,1,100,46
1715672071.198109,3378898.000,29525,1,B%,1,100,45
1715672076.195269,3383665.000,30317,1,B%,1,100,44
1715672081.186138,3388426.000,31114,1,B%,1,100,45
1715672086.175960,3393186.000,31922,1,B%,1,100,44
1715672091.168926,3397949.000,32712,1,B%,1,100,44
1715672096.157699,3402708.000,33485,1,B%,1,100,45
1715672101.150666,3407471.000,34277,1,B%,1,100,44
1715672106.139439,3412230.000,35072,1,B%,1,100,45
1715672111.133454,3416994.000,35867,1,B%,1,100,44
1715672116.120130,3421751.000,36608,1,B%,1,100,45
1715672121.113096,3426514.000,37347,1,B%,1,100,45
1715672126.102918,3431274.000,38105,1,B%,1,100,43
1715672131.096933,3436038.000,38774,1,B%,1,100,42
1715672136.086754,3440798.000,39566,1,B%,1,100,43
1715672141.079720,3445561.000,40355,1,B%,1,100,43
1715672146.066397,3450318.000,41101,1,B%,1,100,42
1715672151.058315,3455080.000,41870,1,B%,1,100,43
1715672156.044992,3459837.000,42602,1,B%,1,100,42
1715672161.033765,3464596.000,43272,1,B%,1,100,43
1715672166.020442,3469353.000,44071,1,B%,1,100,43
1715672171.008167,3474111.000,44848,1,B%,1,100,44
1715672175.996940,3478870.000,45643,1,B%,1,100,44
1715672180.987810,3483631.000,46404,1,B%,1,100,43
1715672185.980776,3488394.000,47195,1,B%,1,100,42
1715672190.968501,3493152.000,47985,1,B%,1,100,44
1715672195.962516,3497916.000,48782,1,B%,1,100,43
1715672200.952337,3502676.000,49558,1,B%,1,100,44
1715672205.948448,3507442.000,50338,1,B%,1,100,44
1715672210.938270,3512202.000,51123,1,B%,1,100,45
1715672215.935429,3516969.000,51898,1,B%,1,100,44
1715672220.924202,3521728.000,52709,1,B%,1,100,45
1715672225.914024,3526488.000,53485,1,B%,1,100,44
1715672230.903845,3531248.000,54283,1,B%,1,100,44
1715672235.894715,3536009.000,55073,1,B%,1,100,43
1715672240.886633,3540771.000,55849,1,B%,1,100,43
1715672245.876455,3545531.000,56635,1,B%,1,100,43
1715672250.871518,3550296.000,57415,1,B%,1,100,44
1715672255.861339,3555056.000,58208,1,B%,1,100,43
1715672260.856402,3559821.000,58998,1,B%,1,100,43
1715672265.842030,3564577.000,59758,1,B%,1,100,43
1715672270.837093,3569342.000,60532,1,B%,1,100,43
1715672275.824818,3574100.000,61307,1,B%,1,100,43
1715672280.821978,3578867.000,62099,1,B%,1,100,43
1715672285.811799,3583627.000,62878,1,B%,1,100,42
1715672290.811055,3588396.000,63687,1,B%,1,100,42
1715672295.800877,3593156.000,64477,1,B%,1,100,43
1715672300.792795,3597918.000,65254,1,B%,1,100,44
1715672305.784713,3602680.000,514,1,B%,1,100,42
1715672310.776631,3607442.000,1307,1,B%,1,100,43
1715672315.765404,3612201.000,2111,1,B%,1,100,42
1715672320.752081,3616958.000,2890,1,B%,1,100,41
1715672325.742950,3621719.000,3698,1,B%,1,100,42
1715672330.732772,3626479.000,4490,1,B%,1,100,41
1715672335.726787,3631243.000,5302,1,B%,1,100,41
1715672340.715560,3636002.000,6094,1,B%,1,100,42
1715672345.708526,3640765.000,6887,1,B%,1,100,43
1715672350.697299,3645524.000,7693,1,B%,1,100,41
1715672355.688169,3650285.000,8504,1,B%,1,100,41
1715672360.677991,3655045.000,9291,1,B%,1,100,42
1715672365.670957,3659808.000,10090,1,B%,1,100,42
1715672370.667068,3664574.000,10841,1,B%,1,100,41
1715672375.655841,3669333.000,11632,1,B%,1,100,42
1715672380.654049,3674101.000,12430,1,B%,1,100,42
1715672385.643871,3678861.000,13245,1,B%,1,100,43
1715672390.638933,3683626.000,14042,1,B%,1,100,43
1715672395.628755,3688386.000,14852,1,B%,1,100,42
1715672400.628011,3693155.000,15642,1,B%,1,100,42
1715672405.615736,3697913.000,16435,1,B%,1,100,42
1715672410.613944,3702681.000,17245,1,B%,1,100,40
1715672415.604813,3707442.000,18032,1,B%,1,100,41
1715672420.599876,3712207.000,18811,1,B%,1,100,43
1715672425.588650,3716966.000,19616,1,B%,1,100,42
1715672430.583712,3721731.000,20412,1,B%,1,100,41
1715672435.574582,3726492.000,21208,1,B%,1,100,42
1715672440.567549,3731255.000,21995,1,B%,1,100,42
1715672445.560515,3736018.000,22801,1,B%,1,100,43
1715672450.549288,3740777.000,23590,1,B%,1,100,42
1715672455.540158,3745538.000,24386,1,B%,1,100,42
1715672460.533124,3750301.000,25198,1,B%,1,100,42
1715672465.528187,3755066.000,25973,1,B%,1,100,42
1715672470.514864,3759823.000,26767,1,B%,1,100,42
1715672475.507830,3764586.000,27554,1,B%,1,100,42
1715672480.494507,3769343.000,28343,1,B%,1,100,42
1715672485.485377,3774104.000,29138,1,B%,1,100,42
1715672490.475198,3778864.000,29948,1,B%,1,100,42
1715672495.462923,3783622.000,30726,1,B%,1,100,41
1715672500.450648,3788380.000,31489,1,B%,1,100,42
1715672505.441518,3793141.000,32279,1,B%,1,100,42
1715672510.432387,3797902.000,32945,1,B%,1,100,41
1715672515.421161,3802661.000,33733,1,B%,1,100,42
1715672520.416224,3807426.000,34507,1,B%,1,100,41
1715672525.403949,3812184.000,35301,1,B%,1,100,41
1715672530.400060,3816950.000,36041,1,B%,1,100,42
1715672535.384640,3821705.000,36802,1,B%,1,100,42
1715672540.376558,3826467.000,37550,1,B%,1,100,40
1715672545.364283,3831225.000,38217,1,B%,1,100,40
1715672550.354104,3835985.000,39013,1,B%,1,100,42
1715672555.349167,3840750.000,39789,1,B%,1,100,40
1715672560.340037,3845511.000,40557,1,B%,1,100,41
1715672565.335100,3850276.000,41355,1,B%,1,100,40
1715672570.325969,3855037.000,42145,1,B%,1,100,40
1715672575.321033,3859802.000,42933,1,B%,1,100,41
1715672580.307709,3864559.000,43729,1,B%,1,100,40
1715672585.299627,3869321.000,44520,1,B%,1,100,41
1715672590.291545,3874083.000,45283,1,B%,1,100,41
1715672595.278222,3878840.000,46058,1,B%,1,100,40
1715672600.272236,3883604.000,46851,1,B%,1,100,41
1715672605.261010,3888363.000,47637,1,B%,1,100,39
