LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,T1
1715670632.645152,2006602.000,348,1,T1,1,100,36.952
1715670632.779332,2006730.000,364,1,T1,1,100,36.944
1715670632.912464,2006857.000,381,1,T1,1,100,37.011
1715670633.047693,2006986.000,398,1,T1,1,100,37.005
1715670633.178728,2007111.000,429,1,T1,1,100,37.073
1715670633.309763,2007236.000,447,1,T1,1,100,36.996
1715670633.442895,2007363.000,463,1,T1,1,100,37.069
1715670633.573930,2007488.000,480,1,T1,1,100,37.101
1715670633.709158,2007617.000,514,1,T1,1,100,37.008
1715670633.842290,2007744.000,532,1,T1,1,100,36.933
1715670633.975422,2007871.000,550,1,T1,1,100,36.971
1715670634.110650,2008000.000,566,1,T1,1,100,36.987
1715670634.241686,2008125.000,598,1,T1,1,100,36.924
1715670634.374817,2008252.000,615,1,T1,1,100,37.002
1715670634.507949,2008379.000,631,1,T1,1,100,36.930
1715670634.641081,2008506.000,649,1,T1,1,100,36.970
1715670634.774213,2008633.000,680,1,T1,1,100,36.987
1715670634.908393,2008761.000,696,1,T1,1,100,36.959
1715670635.041525,2008888.000,714,1,T1,1,100,36.982
1715670635.174656,2009015.000,730,1,T1,1,100,37.028
1715670635.309885,2009144.000,762,1,T1,1,100,37.012
1715670635.443017,2009271.000,779,1,T1,1,100,37.041
1715670635.574052,2009396.000,795,1,T1,1,100,37.053
1715670635.707184,2009523.000,813,1,T1,1,100,37.129
1715670635.839267,2009649.000,846,1,T1,1,100,37.091
1715670635.973447,2009777.000,863,1,T1,1,100,37.075
1715670636.107627,2009905.000,880,1,T1,1,100,37.032
1715670636.240759,2010032.000,896,1,T1,1,100,37.085
1715670636.375988,2010161.000,928,1,T1,1,100,37.037
1715670636.507023,2010286.000,945,1,T1,1,100,37.016
1715670636.639106,2010412.000,962,1,T1,1,100,37.007
1715670636.772238,2010539.000,979,1,T1,1,100,37.003
1715670636.903273,2010664.000,1013,1,T1,1,100,37.072
1715670637.038502,2010793.000,1029,1,T1,1,100,36.960
1715670637.171633,2010920.000,1046,1,T1,1,100,36.912
1715670637.304765,2011047.000,1078,1,T1,1,100,36.891
1715670637.439993,2011176.000,1094,1,T1,1,100,37.024
1715670637.572077,2011302.000,1111,1,T1,1,100,36.939
1715670637.705209,2011429.000,1128,1,T1,1,100,37.009
1715670637.838341,2011556.000,1161,1,T1,1,100,36.933
1715670637.971472,2011683.000,1179,1,T1,1,100,37.077
1715670638.103556,2011809.000,1195,1,T1,1,100,37.140
1715670638.237736,2011937.000,1212,1,T1,1,100,37.025
1715670638.370868,2012064.000,1244,1,T1,1,100,37.011
1715670638.503999,2012191.000,1260,1,T1,1,100,37.076
1715670638.639228,2012320.000,1278,1,T1,1,100,37.104
1715670638.772360,2012447.000,1298,1,T1,1,100,37.009
1715670638.903395,2012572.000,1330,1,T1,1,100,37.040
1715670639.035478,2012698.000,1347,1,T1,1,100,37.088
1715670639.167562,2012824.000,1363,1,T1,1,100,37.003
1715670639.301742,2012952.000,1381,1,T1,1,100,37.072
1715670639.435922,2013080.000,1412,1,T1,1,100,37.067
1715670639.569054,2013207.000,1428,1,T1,1,100,37.064
1715670639.703234,2013335.000,1448,1,T1,1,100,37.063
1715670639.835317,2013461.000,1464,1,T1,1,100,36.992
1715670639.968449,2013588.000,1496,1,T1,1,100,37.032
1715670640.101581,2013715.000,1513,1,T1,1,100,37.014
1715670640.232616,2013840.000,1529,1,T1,1,100,37.077
1715670640.366796,2013968.000,1547,1,T1,1,100,36.998
1715670640.499928,2014095.000,1578,1,T1,1,100,37.141
1715670640.633060,2014222.000,1597,1,T1,1,100,37.096
1715670640.768288,2014351.000,1614,1,T1,1,100,37.077
1715670640.901420,2014478.000,1632,1,T1,1,100,37.069
1715670641.034552,2014605.000,1664,1,T1,1,100,36.994
1715670641.167684,2014732.000,1681,1,T1,1,100,36.927
1715670641.300815,2014859.000,1698,1,T1,1,100,37.004
1715670641.431851,2014984.000,1715,1,T1,1,100,37.002
1715670641.566031,2015112.000,1747,1,T1,1,100,36.965
1715670641.699162,2015239.000,1763,1,T1,1,100,36.950
1715670641.832294,2015366.000,1780,1,T1,1,100,36.943
1715670641.967523,2015495.000,1796,1,T1,1,100,36.869
1715670642.100654,2015622.000,1828,1,T1,1,100,36.943
1715670642.231690,2015747.000,1845,1,T1,1,100,36.940
