LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EA
1715670616.339128,1991047.000,63407,2,EA,1,100,4.338075
1715670616.407267,1991112.000,63424,1,EA,1,100,4.332681
1715670616.472785,1991174.500,63442,2,EA,1,100,4.338075
1715670616.538302,1991237.000,63442,2,EA,1,100,4.327300
1715670616.604344,1991300.000,63459,1,EA,1,100,4.332681
1715670616.670386,1991363.000,63475,2,EA,1,100,4.340767
1715670616.736427,1991426.000,63475,2,EA,1,100,4.332681
1715670616.803517,1991490.000,63491,2,EA,1,100,4.332681
1715670616.870607,1991554.000,63491,2,EA,1,100,4.338075
1715670616.936649,1991617.000,63507,1,EA,1,100,4.332681
1715670617.004263,1991681.500,63525,2,EA,1,100,4.335367
1715670617.071877,1991746.000,63525,2,EA,1,100,4.338075
1715670617.136871,1991808.000,63541,1,EA,1,100,4.338075
1715670617.204485,1991872.500,63556,2,EA,1,100,4.335367
1715670617.272099,1991937.000,63556,2,EA,1,100,4.351629
1715670617.339190,1992001.000,63575,1,EA,1,100,4.351629
1715670617.405930,1992064.667,63592,3,EA,1,100,4.343502
1715670617.472671,1992128.333,63592,3,EA,1,100,4.340767
1715670617.539411,1992192.000,63592,3,EA,1,100,4.329998
1715670617.606501,1992256.000,63608,1,EA,1,100,4.348885
1715670617.672019,1992318.500,63626,2,EA,1,100,4.343502
1715670617.737536,1992381.000,63626,2,EA,1,100,4.338075
1715670617.805675,1992446.000,63642,1,EA,1,100,4.332681
1715670617.871192,1992508.500,63657,2,EA,1,100,4.332681
1715670617.936710,1992571.000,63657,2,EA,1,100,4.340767
1715670618.004324,1992635.500,63674,2,EA,1,100,4.335367
1715670618.071939,1992700.000,63674,2,EA,1,100,4.329998
1715670618.137980,1992763.000,63691,1,EA,1,100,4.332681
1715670618.205594,1992827.500,63707,2,EA,1,100,4.329998
1715670618.273209,1992892.000,63707,2,EA,1,100,4.329998
1715670618.338202,1992954.000,63725,1,EA,1,100,4.329998
1715670618.405292,1993018.000,63739,2,EA,1,100,4.338075
1715670618.472382,1993082.000,63739,2,EA,1,100,4.338075
1715670618.539472,1993146.000,63758,1,EA,1,100,4.338075
1715670618.605514,1993209.000,63775,2,EA,1,100,4.338075
1715670618.671556,1993272.000,63775,2,EA,1,100,4.332681
1715670618.737597,1993335.000,63794,2,EA,1,100,4.338075
1715670618.803639,1993398.000,63794,2,EA,1,100,4.340767
1715670618.868633,1993460.000,63810,1,EA,1,100,4.332681
1715670618.934675,1993523.000,63826,2,EA,1,100,4.346201
1715670619.000716,1993586.000,63826,2,EA,1,100,4.335367
1715670619.067806,1993650.000,63842,1,EA,1,100,4.332681
1715670619.134896,1993714.000,63859,2,EA,1,100,4.340767
1715670619.201986,1993778.000,63859,2,EA,1,100,4.332681
1715670619.269600,1993842.500,63876,2,EA,1,100,4.332681
1715670619.337215,1993907.000,63876,2,EA,1,100,4.332681
1715670619.403256,1993970.000,63893,1,EA,1,100,4.332681
1715670619.470870,1994034.500,63909,2,EA,1,100,4.340767
1715670619.538485,1994099.000,63909,2,EA,1,100,4.327300
1715670619.604002,1994161.500,63927,2,EA,1,100,4.327300
1715670619.669520,1994224.000,63927,2,EA,1,100,4.340767
1715670619.737658,1994289.000,63943,1,EA,1,100,4.340767
1715670619.803176,1994351.500,63960,2,EA,1,100,4.340767
1715670619.868694,1994414.000,63960,2,EA,1,100,4.335367
1715670619.934211,1994476.500,63977,2,EA,1,100,4.335367
1715670619.999729,1994539.000,63977,2,EA,1,100,4.332681
1715670620.066819,1994603.000,63993,1,EA,1,100,4.332681
1715670620.133909,1994667.000,64008,2,EA,1,100,4.335367
1715670620.200999,1994731.000,64008,2,EA,1,100,4.335367
1715670620.267040,1994794.000,64025,1,EA,1,100,4.335367
1715670620.334655,1994858.500,64042,2,EA,1,100,4.329998
1715670620.402269,1994923.000,64042,2,EA,1,100,4.327300
1715670620.467263,1994985.000,64059,1,EA,1,100,4.332681
1715670620.534877,1995049.500,64076,2,EA,1,100,4.332681
1715670620.602491,1995114.000,64076,2,EA,1,100,4.335367
1715670620.669581,1995178.000,64093,2,EA,1,100,4.335367
1715670620.736671,1995242.000,64093,2,EA,1,100,4.329998
1715670620.804809,1995307.000,64109,1,EA,1,100,4.329998
1715670620.870851,1995370.000,64126,2,EA,1,100,4.332681
1715670620.936893,1995433.000,64126,2,EA,1,100,4.327300
1715670621.001886,1995495.000,64143,1,EA,1,100,4.332681
1715670621.068452,1995558.500,64159,2,EA,1,100,4.329998
1715670621.135018,1995622.000,64159,2,EA,1,100,4.340767
1715670621.200536,1995684.500,64174,2,EA,1,100,4.332681
1715670621.266053,1995747.000,64174,2,EA,1,100,4.335367
1715670621.334192,1995812.000,64192,1,EA,1,100,4.332681
1715670621.400757,1995875.500,64208,2,EA,1,100,4.335367
1715670621.467323,1995939.000,64208,2,EA,1,100,4.338075
1715670621.534413,1996003.000,64225,1,EA,1,100,4.335367
1715670621.600979,1996066.500,64242,2,EA,1,100,4.332681
1715670621.667545,1996130.000,64242,2,EA,1,100,4.332681
1715670621.734635,1996194.000,64259,2,EA,1,100,4.327300
1715670621.801725,1996258.000,64259,2,EA,1,100,4.332681
1715670621.868291,1996321.500,64274,2,EA,1,100,4.338075
1715670621.934857,1996385.000,64274,2,EA,1,100,4.327300
1715670622.000899,1996448.000,64292,1,EA,1,100,4.329998
1715670622.066941,1996511.000,64308,2,EA,1,100,4.338075
1715670622.132982,1996574.000,64308,2,EA,1,100,4.332681
1715670622.198500,1996636.500,64325,2,EA,1,100,4.335367
1715670622.264018,1996699.000,64325,2,EA,1,100,4.332681
1715670622.330059,1996762.000,64342,1,EA,1,100,4.332681
